0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
0.9866154193878174,0.005131002049893141,0.00014088064199313521,0.0010323914466425776,0.002319908235222101,1.0920589375018608e-05,0.004332941025495529,0.00041657028486952186,0.4127753674983978,1.5236107174132485e-05,0.5607524514198303,0.008695997297763824,0.0016728055197745562,2.2720371362083824e-06,0.011467622593045235,0.004618312697857618,0.0
0.9810380935668945,4.716557100437058e-08,0.0030838761013001204,0.0006376765086315572,3.2690647064348433e-12,3.989109043089911e-09,0.01522746030241251,1.2865294593211729e-05,0.8204440474510193,6.939566077335257e-08,0.0066110980696976185,0.0007342929602600634,0.0073347133584320545,0.00041914626490324736,0.013071517460048199,0.15138505399227142,0.0
0.9555510878562927,0.00011617139534791932,1.2237069313414395e-07,0.04124998673796654,5.095987631875687e-08,3.509354087327665e-07,2.3476037313230336e-05,0.00305876974016428,0.9569297432899475,2.07520934054628e-05,0.021887212991714478,0.0005238526500761509,0.0007182430126704276,0.0006150577683001757,0.00011151731450809166,0.019193602725863457,0.0
0.9778605699539185,0.0002989483473356813,0.0006488638464361429,0.0004635732911992818,0.0004930221475660801,0.0036712137516587973,6.608429885091027e-06,0.01655721105635166,0.6990932822227478,1.2745171261485666e-05,0.0072170039638876915,0.024594832211732864,0.17183414101600647,0.0015010839561000466,0.007279113866388798,0.0884677991271019,0.0
0.9998224973678589,1.0064795351316658e-11,7.113199806951798e-09,2.2098889530752786e-05,6.834754429085876e-10,6.170874922162284e-09,3.929928826806872e-09,0.00015538699517492205,0.9966492056846619,6.841393423995257e-11,0.003201559651643038,2.99165585602168e-05,4.594748588715447e-06,1.011865080613461e-08,2.5360363906656858e-06,0.00011220297892577946,0.0
0.9401343464851379,5.052137197480988e-08,0.00046365390880964696,2.4325428967131302e-05,5.050057438893418e-07,5.68481300433632e-05,0.00921634677797556,0.050103917717933655,0.6615369319915771,3.932066829293035e-05,0.009357403963804245,0.0031760509591549635,0.17505034804344177,0.00044565144344232976,0.011487984098494053,0.13890627026557922,0.0
0.8681351542472839,0.04351767897605896,0.00702343275770545,0.0009835695382207632,0.008284222334623337,0.0017385828541591763,0.04125862568616867,0.029058711603283882,0.02059684880077839,2.5107551593350763e-08,0.0028122561052441597,0.0011771608842536807,0.0036750317085534334,4.617169179255143e-05,0.0007625009748153389,0.9709299802780151,0.0
0.8862956166267395,0.03447906672954559,0.0359170064330101,0.0034757733810693026,0.003183473367244005,0.0060312459245324135,0.007485505193471909,0.02313229627907276,0.9849201440811157,0.0009505614289082587,0.013241192325949669,1.7835403923527338e-05,0.00045560442958958447,0.00030565643100999296,4.297310078982264e-05,6.6053427872248e-05,0.0
0.9339293241500854,9.736479114508256e-06,0.03292659670114517,0.004818924702703953,3.601198272917827e-08,4.358854823749425e-07,0.02827851101756096,3.640412978711538e-05,0.9606906771659851,1.41019834698497e-11,0.03873828798532486,0.00021378343808464706,3.413969196230937e-08,3.585219232604686e-09,3.139386171824299e-05,0.0003258132783230394,0.0
0.9695164561271667,0.0038475245237350464,0.010038383305072784,0.0009115192224271595,1.0788150575535838e-05,0.0030639299657195807,0.00879364088177681,0.0038177699316293,0.7635548710823059,1.289317808073065e-08,0.23058538138866425,0.0006774986395612359,4.006649396615103e-05,8.498996066919062e-06,0.0036489120684564114,0.001484724460169673,0.0
